district,total_ntd,land_area,main_building_material,building_area,num_room,num_hall,num_toilet,transaction_year,transaction_month,building_age
Xinyi District,12500000,30,Reinforced concrete construction,75.24,2,2,1,2019,12,1939
Neihu District,11100000,21,Reinforced concrete construction,64.49,2,2,1,2019,12,1937
Beitou,18850000,18.94,Reinforced concrete construction,90.82,2,2,1,2019,12,1911
Wanhua District,9500000,14.42,Reinforced concrete construction,60.38,2,1,1,2019,12,1948
Neihu District,16000000,19.64,Reinforced concrete construction,78.55,2,2,1,2019,12,1934
Daan District,15780000,23.6,Reinforced concrete construction,83.21,2,2,1,2019,11,1946.190476
Zhongzheng District,17600000,17.42,Reinforced concrete construction,82.23,2,1,1,2019,11,1916
Nangang District,9000000,22.9,Reinforced concrete construction,97.09,2,2,1,2019,12,1923
Songshan District,19750000,6.46,Reinforced concrete construction,80.82,2,2,1,2019,9,1921
shihlin,13100000,19.71,Reinforced concrete construction,91.02,2,2,1,2019,12,1914
Beitou,9050000,14.12,Reinforced concrete construction,51.13,2,1,1,2019,11,1951
Songshan District,19500000,23.09,Reinforced concrete construction,110.63,2,2,2,2019,12,1951
Songshan District,14500000,24.75,Strengthen brickwork,59.75,2,1,1,2019,12,1962
Xinyi District,13000000,18.83,Reinforced concrete construction,76.45,2,1,2,2019,12,1939
Nangang District,22700000,21.72,Reinforced concrete construction,97.39,2,2,2,2019,11,1922
Neihu District,10600000,17.8,Reinforced concrete construction,87.35,2,2,1,2019,12,1922
shihlin,8500000,18.67,Strengthen brickwork,55.44,2,2,1,2019,12,1962
Beitou,7500000,30,Strengthen brickwork,58.53,2,2,1,2019,12,1958
shihlin,10700000,28,Strengthen brickwork,79,2,2,2,2019,12,1960
shihlin,18000000,25.49,Reinforced concrete construction,107.3,2,2,2,2019,12,1945
Beitou,6900000,16.42,Reinforced concrete construction,49.7,2,2,1,2019,12,1954
Datong District,11000000,15.83,Reinforced concrete construction,78.84,2,2,1,2019,12,1944
Datong District,8980000,21.75,Reinforced concrete construction,67.92,2,2,1,2019,12,1952
Nangang District,18600000,7.01,Reinforced concrete construction,81.98,2,2,1,2019,12,1918
Daan District,21880000,10.37,Reinforced concrete construction,61.48,2,1,1,2019,11,1921
Wenshan District,12760000,15.02,Reinforced concrete construction,77.28,2,2,1,2019,11,1923
Datong District,16800000,17.27,Reinforced concrete construction,81.1,2,2,1,2019,11,1926
shihlin,15000000,28,Strengthen brickwork,93.94,2,1,1,2019,11,1961
Neihu District,11880000,18.53,Reinforced concrete construction,72.81,2,2,1,2019,12,1936
Zhongshan Area,18580000,9.43,See other registration items,68.69,2,1,1,2019,12,1914
Xinyi District,15900000,26.38,Reinforced concrete construction,105.84,2,2,2,2019,12,1945
Wanhua District,6800000,12.4,Reinforced concrete construction,46.08,2,1,1,2019,12,1939.833333
Wanhua District,11600000,16.2,Reinforced concrete construction,77.57,2,1,1,2019,12,1943
Xinyi District,17100000,30,Reinforced concrete construction,84,2,2,2,2019,12,1956.675
Datong District,15060000,25.17,Reinforced concrete construction,94.3,2,2,2,2019,12,2019
Zhongshan Area,12080000,15.16,Reinforced concrete construction,82.64,1,1,1,2019,9,1944
Zhongshan Area,6800000,5.25,Reinforced concrete construction,45.04,1,1,1,2019,9,1950
Xinyi District,13300000,11.42,Reinforced concrete construction,50.53,1,1,1,2019,9,1921
Beitou,2500000,4.13,Reinforced concrete construction,25.5,1,0,1,2019,10,1952
Daan District,12880000,11.75,Reinforced concrete construction,54.38,1,1,1,2019,10,1925
Wanhua District,8230000,26,Reinforced concrete construction,78.65,1,0,1,2019,9,1953
Songshan District,10400000,3.64,Reinforced concrete construction,45.22,1,1,1,2019,9,1921
Xinyi District,7000000,18.25,Reinforced concrete construction,45.84,1,1,1,2019,11,1956.675
Wenshan District,8600000,16.96,Reinforced concrete construction,48.73,1,1,1,2019,10,1956.9375
Daan District,15000000,5.81,Reinforced concrete construction,54.3,1,1,1,2019,10,2019
Daan District,10800000,3.95,Reinforced concrete construction,42.49,1,1,1,2019,10,1948
Xinyi District,9320000,15,Reinforced concrete construction,44.06,1,2,1,2019,9,1948.6
Datong District,10170000,9.76,Reinforced concrete construction,47.26,1,1,1,2019,8,1911
Datong District,10280000,9.76,Reinforced concrete construction,47.26,1,1,1,2019,8,1911
Datong District,10110000,9.76,Reinforced concrete construction,47.26,1,1,1,2019,8,1911
Datong District,9830000,9.72,Reinforced concrete construction,47.09,1,1,1,2019,8,1911
Datong District,8220000,7.59,Reinforced concrete construction,36.76,1,1,1,2019,8,1911
Datong District,8400000,7.59,Reinforced concrete construction,36.76,1,1,1,2019,8,1911
Datong District,7890000,7.55,Reinforced concrete construction,36.57,1,1,1,2019,8,1911
Datong District,8190000,7.59,Reinforced concrete construction,36.76,1,1,1,2019,9,1911
Songshan District,13260000,4.42,Reinforced concrete construction,54.84,1,1,1,2019,10,1921
Nangang District,20100000,7.01,Reinforced concrete construction,81.98,1,2,1,2019,10,1918
Xinyi District,11997000,9.96,Reinforced concrete construction,44.08,1,1,1,2019,9,1921
Xinyi District,12380000,7.22,See other registration items,46.34,1,1,1,2019,10,1924
Daan District,12300000,4.43,Reinforced concrete construction,54.05,1,1,1,2019,10,1951
Neihu District,5020000,5,Reinforced concrete construction,31.38,1,2,1,2019,10,1933
Beitou,7400000,9.2,Reinforced concrete construction,36.15,1,1,1,2019,10,1922
Songshan District,12560000,9.48,Reinforced concrete construction,58.89,1,1,1,2019,10,1944
Neihu District,19300000,8.42,Reinforced concrete construction,91.12,1,1,1,2019,10,1912
Wanhua District,8450000,7.48,Reinforced concrete construction,52.58,1,1,1,2019,10,1943
Wanhua District,1137280,7.67,Reinforced concrete construction,25.34,1,1,1,2019,10,1954
Wenshan District,8700000,6.13,Reinforced concrete construction,46.27,1,1,1,2019,10,1927
Wanhua District,7800000,12.4,Reinforced concrete construction,46.08,1,1,1,2019,11,2019
Zhongshan Area,8380000,4.7,Reinforced concrete construction,44.34,1,1,1,2019,11,1927
Zhongshan Area,7880000,4.92,Reinforced concrete construction,44.7,1,1,1,2019,10,1927
Xinyi District,12200000,3.94,See other registration items,42.99,1,1,1,2019,10,1922
Daan District,15500000,7.53,Reinforced concrete construction,59.95,1,2,1,2019,10,1940.777778
Zhongshan Area,5900000,6.98,Reinforced concrete construction,38.12,1,1,1,2019,10,1944
Daan District,8900000,8.53,Reinforced concrete construction,30.64,1,1,1,2019,10,1923
Beitou,10880000,15.41,Reinforced concrete construction,70.66,1,2,1,2019,10,1932
Beitou,14600000,30.67,Strengthen brickwork,56.97,1,1,1,2019,10,1958
Songshan District,8000000,4.12,Reinforced concrete construction,41.91,1,1,1,2019,10,1922
Zhongshan Area,10880000,4.07,Reinforced concrete construction,46.34,1,1,1,2019,9,1920
Datong District,10110000,9.72,Reinforced concrete construction,47.09,1,1,1,2019,8,1911
Datong District,8180000,7.55,Reinforced concrete construction,36.57,1,1,1,2019,8,1911
Xinyi District,18500000,6.31,See other registration items,50.6,1,1,1,2019,10,1923
Daan District,16000000,15.66,Reinforced concrete construction,55.92,1,0,1,2019,10,1928
Daan District,18730000,10.3,Reinforced concrete construction,51.61,1,1,1,2019,10,1922
Wenshan District,4250000,2.04,Reinforced concrete construction,23.81,1,1,1,2019,8,1921
Zhongshan Area,12500000,5.92,Reinforced concrete construction,63.9,1,1,1,2019,10,1922
Daan District,9700000,10.4,Reinforced concrete construction,40.78,1,1,1,2019,10,2019
Zhongshan Area,6700000,5.24,Reinforced concrete construction,44.51,1,1,1,2019,7,1955
Wenshan District,5780000,3.71,See license,45.39,1,1,1,2019,10,1934
Zhongshan Area,6800000,4.45,Reinforced concrete construction,36.16,1,1,1,2019,9,1950
Zhongshan Area,8550000,4.29,Reinforced concrete construction,32.93,1,1,1,2019,11,1920
Datong District,5080000,5.11,Reinforced concrete construction,41.87,1,1,1,2019,10,2019
Zhongzheng District,21600000,5.32,Reinforced concrete construction,68.23,1,2,1,2019,11,1912
Datong District,7700000,4.15,Reinforced concrete construction,47.47,1,1,1,2019,10,1934
Nangang District,19500000,26.6,Reinforced concrete construction,94.94,1,1,1,2019,5,1943.285714
Daan District,5000000,9.72,Reinforced concrete construction,50.99,1,1,1,2019,10,1936.9
Daan District,13400000,3.43,Reinforced concrete construction,41.04,1,1,1,2019,10,1922
Zhongshan Area,6800000,2.74,Reinforced concrete construction,33.13,1,1,1,2019,10,1922
Daan District,30880000,24.51,Reinforced concrete construction,119.07,1,2,1,2019,10,1947
Neihu District,20480000,8.11,Reinforced concrete construction,90.08,1,1,1,2019,10,1912
Neihu District,19630000,8.42,Reinforced concrete construction,91.12,1,1,1,2019,9,1912
Neihu District,6000000,11.87,Reinforced concrete construction,37.39,1,1,1,2019,11,1937
Zhongshan Area,9280000,4.41,Reinforced concrete construction,42.38,1,1,1,2019,11,1918
Neihu District,3200000,17.65,Reinforced concrete construction,55.93,1,1,1,2019,10,1933
Zhongshan Area,14700000,7.3,Reinforced concrete construction,69.14,1,1,1,2019,11,1919
shihlin,14000000,12.76,Reinforced concrete construction,51.49,1,1,1,2019,10,1911
Zhongzheng District,9080000,8.63,Reinforced concrete construction,43.43,1,1,1,2019,10,1938
Daan District,9500000,5.75,Reinforced concrete construction,37.33,1,1,1,2019,10,1947
Daan District,17500000,6.23,Reinforced concrete construction,67.77,1,1,1,2019,9,2019
Beitou,5700000,8.56,Reinforced concrete construction,40.36,1,1,1,2019,11,1932
Xinyi District,11250000,8.86,Reinforced concrete construction,50.14,1,1,1,2019,10,1933
Zhongshan Area,6300000,5.29,Reinforced concrete construction,41.22,1,1,1,2019,10,1941
Wanhua District,3100000,5.12,Reinforced concrete construction,32.55,1,1,1,2019,10,1950
Wanhua District,10000000,18,Reinforced concrete construction,64.27,1,1,1,2019,10,1944
Zhongshan Area,6550000,3.82,Reinforced concrete construction,37.81,1,1,1,2019,11,1949
Zhongshan Area,4500000,4.31,Reinforced concrete construction,27,1,1,1,2019,10,1953
Songshan District,14000000,6.88,Reinforced concrete construction,56.28,1,1,1,2019,9,1935.666667
Wanhua District,8350000,26.25,Reinforced concrete construction,80.65,1,0,1,2019,9,1953
Beitou,38080000,69,Strengthen brickwork,77.76,1,2,1,2019,10,1963
Beitou,8000000,11.12,Reinforced concrete construction,48.06,1,1,1,2019,11,1932
Wanhua District,18000000,62,Wooden,35.87,1,2,1,2019,10,2019
Wenshan District,7100000,12.3,Reinforced concrete construction,45.79,1,1,1,2019,9,1922
Zhongzheng District,11000000,8.33,Reinforced concrete construction,38.31,1,1,1,2019,11,1924
Zhongzheng District,11500000,10.26,Reinforced concrete construction,45.66,1,1,1,2019,11,1915
Zhongshan Area,11850000,10.46,Reinforced concrete construction,58.88,1,1,1,2019,11,1923
Zhongshan Area,7500000,6,Reinforced concrete construction,41.72,1,1,1,2019,11,1935
shihlin,3900000,14.3,Reinforced concrete construction,35.53,1,1,1,2019,10,1947.861111
Beitou,7880000,9.49,Reinforced concrete construction,37.15,1,1,1,2019,11,1922
Beitou,7100000,3.23,Steel reinforced concrete construction,36.38,1,1,1,2019,10,1923
Wenshan District,10400000,5.3,Reinforced concrete construction,49.45,1,1,1,2019,11,1922
Zhongshan Area,10000000,10.57,Reinforced concrete construction,50.78,1,1,1,2019,10,1919
Zhongshan Area,3000000,3,Reinforced concrete construction,27.42,1,1,1,2019,11,1951
Zhongshan Area,9270000,23.88,Strengthen brickwork,59.39,1,0,1,2019,10,1960
Datong District,7900000,7.48,Reinforced concrete construction,37.69,1,1,1,2019,11,1922
Nangang District,8700000,5.28,Reinforced concrete construction,51.29,1,1,1,2019,11,1935
Daan District,6050000,5.06,Reinforced concrete construction,25.93,1,1,1,2019,10,1923
Wenshan District,5380000,3.66,See license,44.76,1,1,1,2019,10,1934
Wanhua District,2370000,2,Reinforced concrete construction,17.37,1,0,1,2019,10,1948
Daan District,17300000,17.94,Reinforced concrete construction,65.32,1,1,1,2019,11,1920
Zhongshan Area,12300000,18.17,Reinforced concrete construction,72.98,1,2,1,2019,11,1934
Zhongshan Area,9000000,4.23,Reinforced concrete construction,32.57,1,1,1,2019,11,1920
Zhongshan Area,4050000,3,Reinforced concrete construction,27.42,1,1,1,2019,11,1951
Zhongshan Area,8000000,9.23,Reinforced concrete construction,35.75,1,1,1,2019,11,1937
shihlin,4000000,11.69,Reinforced concrete construction,30.7,1,1,1,2019,11,1934
Daan District,11380000,6.23,Reinforced concrete construction,30.89,1,1,1,2019,11,1925
Daan District,8980000,8.35,Reinforced concrete construction,33.95,1,1,1,2019,11,1925
Daan District,14580000,7.39,Reinforced concrete construction,39.54,1,1,1,2019,11,1920
shihlin,5070000,10.88,Reinforced concrete construction,27.63,1,1,1,2019,11,1960
Songshan District,40680000,39,Reinforced concrete construction,164.13,1,2,2,2019,11,1944.609756
Songshan District,14700000,4.69,Reinforced concrete construction,58.73,1,1,1,2019,11,1921
Zhongshan Area,5800000,3.31,Reinforced concrete construction,44.51,1,1,1,2019,11,1950
Datong District,3900000,4.92,Reinforced concrete construction,27.1,1,0,1,2019,11,1934
Zhongshan Area,6480000,6.09,Reinforced concrete construction,37.86,1,1,1,2019,11,1943
Xinyi District,9000000,10.84,Reinforced concrete construction,53.01,1,1,1,2019,11,1934
Zhongshan Area,9080000,14.24,Reinforced concrete construction,52.61,1,1,1,2019,10,1946
Zhongshan Area,7400000,7.98,Reinforced concrete construction,36.49,1,1,1,2019,11,1935
Wanhua District,10000000,3.79,Reinforced concrete construction,49.13,1,1,1,2019,11,1918
Wenshan District,7300000,12.54,Reinforced concrete construction,40.26,1,1,1,2019,11,1933
Wenshan District,7500000,15.33,Reinforced concrete construction,55.19,1,1,1,2019,11,1933
Wenshan District,9000000,13.31,Reinforced concrete construction,49.57,1,1,1,2019,11,1935
Wanhua District,10000000,4.04,Reinforced concrete construction,56.27,1,1,1,2019,11,1911
Wanhua District,8070000,3.22,Reinforced concrete construction,45,1,1,1,2019,11,1911
Wanhua District,10550000,4.39,Reinforced concrete construction,61.15,1,1,1,2019,11,1911
Wanhua District,11280000,4.39,Reinforced concrete construction,61.15,1,1,1,2019,11,1911
Wanhua District,2000000,11.75,Reinforced concrete construction,38.31,1,1,1,2019,11,1955
Neihu District,11660000,37,Strengthen brickwork,55.2,1,1,1,2019,10,2019
Zhongshan Area,4050000,2.82,Reinforced concrete construction,31.01,1,1,1,2019,10,1946
Neihu District,20480000,9.26,Reinforced concrete construction,99.64,1,1,1,2019,11,1912
Neihu District,15800000,6.93,Reinforced concrete construction,76.92,1,1,1,2019,11,1912
Neihu District,17550000,7.8,Reinforced concrete construction,85.72,1,1,1,2019,11,1912
Zhongshan Area,6500000,3.81,Reinforced concrete construction,40,1,1,1,2019,10,1949
shihlin,7000000,14.08,Reinforced concrete construction,40.95,1,1,1,2019,11,1947.861111
Daan District,12250000,7,Reinforced concrete construction,35.48,1,1,1,2019,11,1923
Beitou,3250000,4.49,Reinforced concrete construction,33.85,1,1,1,2019,11,1950
Nangang District,10600000,28.25,Strengthen brickwork,69.31,1,1,1,2019,11,1955.6
Wenshan District,9500000,16.56,Reinforced concrete construction,80.42,1,1,1,2019,11,1935
Zhongshan Area,4960000,2.28,Reinforced concrete construction,24.66,1,1,1,2019,11,1922
Zhongshan Area,6500000,3.68,Reinforced concrete construction,43.1,1,1,1,2019,11,1951
Beitou,3900000,8.08,Reinforced concrete construction,39.34,1,1,1,2019,11,1949
Beitou,7880000,12.91,Reinforced concrete construction,45.96,1,1,1,2019,11,1935
Songshan District,10800000,4.49,Reinforced concrete construction,52.34,1,1,1,2019,12,1947
Wanhua District,8800000,3.73,Reinforced concrete construction,48.49,1,1,1,2019,12,1918
Zhongshan Area,4700000,2.71,Reinforced concrete construction,29.55,1,0,1,2019,12,1948
Wanhua District,4800000,14,Strengthen brickwork,33.56,1,1,1,2019,11,1956
Neihu District,6800000,12.78,Reinforced concrete construction,39.45,1,1,1,2019,11,1937
Daan District,14600000,10.22,Reinforced concrete construction,48.76,1,0,1,2019,11,1921
Beitou,8980000,9.82,Reinforced concrete construction,39.44,1,1,1,2019,10,1911
Wanhua District,10300000,3.94,See other registration items,58.31,1,1,1,2019,11,1914
Wanhua District,2800000,1.99,Reinforced concrete construction,24.35,1,1,1,2019,11,1953
Zhongzheng District,6880000,3.91,Reinforced concrete construction,43.37,1,1,1,2019,11,1947
Zhongshan Area,6800000,3.8,Reinforced concrete construction,40.28,1,1,1,2019,12,1948
Beitou,8500000,18.34,Reinforced concrete construction,53.09,1,1,1,2019,11,1934
Neihu District,18750000,8.42,Reinforced concrete construction,91.12,1,1,1,2019,12,1912
Neihu District,16400000,6.93,Reinforced concrete construction,76.82,1,1,1,2019,11,1912
Wanhua District,10680000,4.01,Reinforced concrete construction,56.04,1,1,1,2019,12,1911
Daan District,13450000,3.25,Reinforced concrete construction,38.93,1,1,1,2019,12,1922
Beitou,7430000,3.23,Steel reinforced concrete construction,36.15,1,1,1,2019,11,1923
Beitou,5000000,8.87,Reinforced concrete construction,56.5,1,1,1,2019,3,1944
Neihu District,8780000,3.87,Reinforced concrete construction,47.6,1,1,1,2019,11,1921
Zhongshan Area,8300000,4.83,Reinforced concrete construction,43.69,1,1,1,2019,11,1927
Datong District,10400000,9.72,Reinforced concrete construction,47.09,1,1,1,2019,9,1911
Datong District,7850000,7.55,Reinforced concrete construction,36.57,1,1,1,2019,9,1911
Wanhua District,5350000,4.23,Reinforced concrete construction,44.08,1,1,1,2019,11,1950
Wenshan District,6600000,5.82,Reinforced concrete construction,38.24,1,1,1,2019,11,1935
Zhongshan Area,4300000,2.85,Reinforced concrete construction,33.45,1,1,1,2019,12,1945
Songshan District,7800000,3.62,Reinforced concrete construction,36.39,1,1,1,2019,12,1922
shihlin,3990000,22.46,Reinforced concrete construction,39.81,1,1,1,2019,12,1934
Beitou,5400000,13.27,Reinforced concrete construction,40.61,1,1,1,2019,11,1932
Daan District,9500000,5,Reinforced concrete construction,36.58,1,1,1,2019,11,1932
Wanhua District,9600000,3.68,Reinforced concrete construction,46.85,1,1,1,2019,11,1926
Wenshan District,5200000,8.61,Reinforced concrete construction,33.75,1,1,1,2019,12,1935
Neihu District,10000000,12.16,Reinforced concrete construction,48.94,1,2,1,2019,10,1934
shihlin,3500000,11.71,Reinforced concrete construction,29.48,1,1,1,2019,12,1934
Zhongshan Area,4380000,3.11,Reinforced concrete construction,29.56,1,1,1,2019,11,1954
Zhongshan Area,6700000,4.82,Reinforced concrete construction,35.9,1,1,1,2019,11,1942
Zhongshan Area,2316361,6.49,Reinforced concrete construction,45.76,1,1,1,2019,12,1950
Beitou,3088888,4.8,Reinforced concrete construction,23.94,1,1,1,2019,12,1922
Beitou,2080000,3.49,Reinforced concrete construction,27.52,1,1,1,2019,11,1949
Datong District,10000000,13,Reinforced concrete construction,72.33,1,1,1,2019,12,1942
Wenshan District,9400000,6.95,Reinforced concrete construction,54.64,1,1,1,2019,11,1938
Zhongzheng District,8820000,7.22,Reinforced concrete construction,33.21,1,2,1,2019,12,1924
Datong District,8600000,7.66,Reinforced concrete construction,35.38,1,1,1,2019,12,1922
Zhongshan Area,6780000,3.05,Reinforced concrete construction,35.53,1,1,1,2019,12,1934
Neihu District,10000000,9.78,Reinforced concrete construction,46.29,1,0,1,2019,12,1923
Zhongshan Area,7150000,3.14,Reinforced concrete construction,34.02,1,1,1,2019,11,1922
shihlin,9950000,7.21,Reinforced concrete construction,34.86,1,1,1,2019,11,1918
Zhongshan Area,6700000,8.58,Reinforced concrete construction,28.54,1,1,1,2019,12,1927
Xinyi District,23880000,39.8,Reinforced concrete construction,132.52,1,2,1,2019,12,1944
Datong District,8280000,7.55,Reinforced concrete construction,36.57,1,1,1,2019,9,1911
Wanhua District,3600000,12.5,Strengthen brickwork,32.19,1,1,1,2019,12,1940
Wenshan District,5280000,9.68,Reinforced concrete construction,35.02,1,1,1,2019,12,1934
Zhongshan Area,12000000,22.25,Reinforced concrete construction,66.3,1,2,1,2019,11,1953
Neihu District,6400000,37,Reinforced concrete construction,92.01,1,1,1,2019,12,1954
Zhongshan Area,4500000,3.28,Reinforced concrete construction,31.75,1,1,1,2019,12,1951
Zhongshan Area,5650000,6.92,Reinforced concrete construction,33.12,1,1,1,2019,12,1950
Zhongshan Area,6260000,4.98,Reinforced concrete construction,33.13,1,1,1,2019,12,1935
shihlin,8400000,25,Strengthen brickwork,56.65,1,2,1,2019,11,1959
Xinyi District,22150000,7.23,Reinforced concrete construction,61.58,1,1,1,2019,12,2019
Wenshan District,10880000,10.81,Reinforced concrete construction,56.55,1,1,1,2019,12,1920
Neihu District,19000000,8.7,Reinforced concrete construction,94.03,1,1,1,2019,12,1912
Wenshan District,5200000,5.3,Reinforced concrete construction,25.17,1,1,1,2019,11,1922
Wenshan District,5650000,9.6,Reinforced concrete construction,42.59,1,1,1,2019,11,1931
Zhongshan Area,12700000,29.33,Strengthen brickwork,65.56,1,1,1,2019,11,1964
Datong District,4408000,2.81,Reinforced concrete construction,30.22,1,1,1,2019,12,1952
Beitou,8400000,11.6,Reinforced concrete construction,71.77,1,1,1,2019,12,1921
Beitou,11000000,37.76,Reinforced concrete construction,107.8,1,2,2,2019,12,1955
Wenshan District,12580000,16.56,Reinforced concrete construction,80.42,1,1,1,2019,12,1935
Daan District,13680000,7.17,Reinforced concrete construction,44.4,1,1,1,2019,11,1921
Zhongzheng District,10050000,9.49,Reinforced concrete construction,42.25,1,1,1,2019,12,1915
Wanhua District,2900000,1.77,Reinforced concrete construction,21.92,1,0,1,2019,12,1953
Zhongshan Area,4900000,6.06,Reinforced concrete construction,35.32,1,0,1,2019,12,1938
Wenshan District,7800000,4.04,Reinforced concrete construction,46.93,1,1,1,2019,12,1921
Zhongshan Area,4500000,3,Reinforced concrete construction,27.42,1,1,1,2019,12,1951
Zhongshan Area,9100000,7.7,Reinforced concrete construction,51.92,1,1,1,2019,12,1947
Wanhua District,9300000,9.98,Reinforced concrete construction,58.29,1,1,1,2019,12,1943
Zhongshan Area,11400000,7.28,Reinforced concrete construction,48.49,1,1,1,2019,11,1923
Zhongshan Area,21980000,8.32,Reinforced concrete construction,94.14,1,1,1,2019,11,1920
Zhongshan Area,9160000,6.55,Reinforced concrete construction,40.22,1,1,1,2019,11,1922
Datong District,2500000,2.39,Reinforced concrete construction,14.43,1,1,1,2019,12,1923
Datong District,10600000,9.76,Reinforced concrete construction,47.26,1,1,1,2019,10,1911
Zhongshan Area,11900000,12.83,Reinforced concrete construction,53.48,1,1,1,2019,12,1929
Beitou,7000000,9.81,Reinforced concrete construction,66.29,1,1,1,2019,12,1933
Daan District,13500000,7.01,Reinforced concrete construction,44.4,1,1,1,2019,12,1922
Zhongshan Area,10660000,6.12,Reinforced concrete construction,50.38,1,1,1,2019,12,1941
Beitou,7280000,10.13,Reinforced concrete construction,44.37,1,1,1,2019,12,1937
Songshan District,32500000,19.36,Reinforced concrete construction,101.07,1,0,1,2019,12,1945
Datong District,6290000,3.26,Reinforced concrete construction,39.09,1,1,1,2019,12,1946
Nangang District,7600000,14,Reinforced concrete construction,44.87,1,2,1,2019,12,1955
Zhongshan Area,20880000,21.6,Reinforced concrete construction,92.4,1,3,2,2019,12,1934
Zhongshan Area,4260000,5.32,Reinforced concrete construction,20.82,1,1,1,2019,12,1924
Songshan District,7800000,3.49,Reinforced concrete construction,35,1,1,1,2019,12,1922
Zhongshan Area,5580000,4.9,Reinforced concrete construction,37.98,1,1,1,2019,12,1958
Beitou,9000000,12.16,Reinforced concrete construction,51.71,1,1,1,2019,12,1934
Datong District,8000000,4.18,Reinforced concrete construction,46.34,1,1,1,2019,12,1934
Zhongshan Area,2200000,2.41,Reinforced concrete construction,27.27,1,1,1,2019,12,1948
shihlin,14080000,13.04,Reinforced concrete construction,52.57,1,1,1,2019,12,1911
Beitou,7700000,13.63,Reinforced concrete construction,58.7,1,1,1,2019,11,1914
Zhongshan Area,5700000,4.63,Reinforced concrete construction,38.37,1,1,1,2019,12,1951
Zhongshan Area,3450000,3.48,Reinforced concrete construction,34.54,1,1,1,2019,12,1951
Neihu District,5650000,7.74,Reinforced concrete construction,31.03,1,1,1,2019,12,1934
Wenshan District,7950000,12.23,Reinforced concrete construction,51.33,1,1,1,2019,12,1935
Songshan District,6000000,1.9,Reinforced concrete construction,29.5,1,1,1,2019,12,1941
Beitou,3300000,5.07,Reinforced concrete construction,36.36,1,1,1,2019,12,1950
Daan District,14000000,4.36,Reinforced concrete construction,54.47,1,1,1,2019,12,2019
Beitou,4380000,14.12,Reinforced concrete construction,51.13,1,1,1,2019,12,1951
Zhongshan Area,6280000,10.78,Reinforced concrete construction,46.25,1,1,1,2019,12,1957
Songshan District,28600000,26,Strengthen brickwork,51.21,1,1,1,2019,12,2019
shihlin,19900000,17.39,Reinforced concrete construction,70.18,1,1,1,2019,12,1911
shihlin,14280000,13.04,Reinforced concrete construction,52.57,1,1,1,2019,12,1911
Beitou,5450000,7.75,Reinforced concrete construction,44.98,1,1,1,2019,12,1952
Beitou,6950000,7.34,Reinforced concrete construction,30,1,1,1,2019,12,1921
Songshan District,5500000,2.12,Reinforced concrete construction,26.78,1,0,1,2019,12,1947
Songshan District,8000000,4.86,Reinforced concrete construction,45.83,1,1,1,2019,12,1941
Beitou,8000000,7.8,Reinforced concrete construction,50.56,1,1,1,2019,12,1921
Xinyi District,10080000,10.76,Reinforced concrete construction,38.54,1,1,1,2019,12,1931
Zhongshan Area,5000000,5.02,Reinforced concrete construction,31.84,1,1,1,2019,12,1949
Zhongzheng District,8050000,10.57,Reinforced concrete construction,44.39,1,0,1,2019,12,1934
Songshan District,12380000,15.51,Reinforced concrete construction,54.02,1,1,1,2019,12,1930
shihlin,7880000,10.85,Reinforced concrete construction,43.81,1,1,1,2019,12,1935
Zhongshan Area,8000000,4.88,Reinforced concrete construction,47.04,1,1,1,2019,12,1952
Datong District,5500000,2.21,Reinforced concrete construction,30.41,1,0,1,2019,12,1942
Songshan District,1544000,2.56,Reinforced concrete construction,11.79,3,2,2,2018,12,1950
shihlin,15000000,56.33,Reinforced concrete construction,61.34,2,2,2,2018,12,1942
shihlin,15000000,29.75,Strengthen brickwork,73.06,3,2,1,2017,11,1952.02
Daan District,15580000,14.58,Reinforced concrete construction,55.88,1,1,1,2015,6,1908
